Q1,Q2,Q3,Q4,Q5,Q5_TEXT,Discipline,Q6,Q7,Q8,Q8_TEXT,Q9,Q10,Q10_TEXT,Q11,Q12,Q12_TEXT,Q13,Q14
1,7,1,2,6,biomedical physics,Life sciences,2,5,6,,3,4,,3,6,,NA,1
1,6,2,2,6,oceanography,Physical sciences,1,6,7,,4,8,,3,1,,4,2
1,5,2,2,6,earth sciences,Life sciences,2,1,2,,5,2,,5,1,,4,2
1,7,2,2,6,atmospheric and oceanic sciences,Physical sciences,2,2,9,deceased,4,8,,3,7,work for the US Government,NA,1
1,5,1,1,6,environmental science and policy,Life sciences,NA,2,10,,6,3,,4,2,,NA,1
1,5,2,2,6,chemistry,Physical sciences,2,1,2,,4,4,,4,6,,NA,2
1,5,1,2,6,biostatistics,Life sciences,2,2,10,,6,3,,5,6,,NA,2
1,6,2,2,6,statistics,Mathematics,1,6,2,,5,10,Clergy,5,2,,NA,1
1,6,2,2,6,biostatistics,Life sciences,1,6,7,,4,8,,1,1,,4,1
1,8,1,1,6,biostatistics,Life sciences,NA,2,4,,2,5,,4,2,,NA,2
1,7,2,2,6,neuroscience,Life sciences,1,3,6,,4,4,,4,1,,4,1
1,5,2,2,6,statistics,Mathematics,2,3,9,Government Contractor,5,4,,4,4,,NA,2
1,5,1,2,6,statistics,Mathematics,2,4,2,,5,8,,5,1,,206,1
1,5,1,2,6,neuroscience,Life sciences,2,1,9,Projects Manager,5,10,Software Designer,5,6,,NA,1
1,7,2,1,6,biostatistics ,Life sciences,NA,1,6,,3,8,,4,4,,NA,1
1,5,2,2,6,neuroscience,Life sciences,1,3,8,,4,3,,6,1,,4,1
1,6,2,1,6,epidemiology,Life sciences,NA,1,2,,4,2,,3,2,,NA,2
1,6,1,1,6,biostatistics,Life sciences,NA,1,9,Self-Employed,3,5,,3,4,,NA,1
1,6,1,1,6,biostatistics,Life sciences,NA,1,9,He is deceased,4,10,Government Employee at the County Level,4,4,,NA,1
1,6,1,2,6,bioengineering,Engineering,2,2,7,,3,8,,3,4,,NA,1
1,6,1,2,6,computational neuroscience,Life sciences,1,3,10,,5,4,,3,4,,NA,2
1,3,2,2,6,information studies,Physical sciences,2,3,10,,6,8,,5,1,,4,1
1,6,2,1,6,computer graphics technology,Physical sciences,NA,3,6,,3,3,,4,4,,NA,2
1,6,1,2,6,technology,Physical sciences,2,2,2,,4,3,,3,4,,NA,2
1,5,4,1,6,computer graphics technology,Physical sciences,NA,1,6,,2,9,,2,4,,NA,2
1,6,1,2,6,physics,Physical sciences,1,3,6,,2,4,,2,1,,4,2
1,6,1,2,6,food science and nutrition,Life sciences,1,5,9,medical - family physician,5,2,,5,1,,4,2
1,6,1,1,6,food science,Life sciences,NA,3,7,,3,3,,4,3,,NA,1
1,5,1,1,6,health science ,Life sciences,NA,2,3,,6,4,,4,4,,NA,2
1,5,3,1,6,technology,Physical sciences,NA,1,2,,5,8,,4,4,,NA,2
1,2,2,1,6,zoology,Life sciences,NA,1,7,,2,8,,2,1,,4,2
1,6,2,2,6,technology,Physical sciences,1,4,2,,5,2,,5,4,,NA,1
1,8,1,2,6,technology,Physical sciences,1,7,7,,5,8,,4,6,,NA,2
1,5,1,1,6,information security,Physical sciences,NA,1,6,,3,2,,5,2,,NA,2
1,7,1,2,6,aviation technology ,Engineering,1,5,9,Pastor,5,2,,4,1,,4,1
1,6,1,2,6,statistics,Mathematics,2,4,7,,5,3,,5,3,,NA,1
1,7,1,2,6,statistics,Mathematics,1,5,7,,5,8,,5,4,,NA,2
1,7,1,2,6,statistics,Mathematics,2,4,9,Author,4,8,,1,2,,NA,2
1,6,1,2,6,statistics,Mathematics,1,3,7,,6,8,,5,6,,NA,1
1,5,1,2,6,statistics,Mathematics,2,1,7,,6,8,,6,1,,4,2
1,6,2,2,6,statistics,Mathematics,1,3,4,,1,3,,5,1,,4,1
1,5,2,2,6,materials science and engineering,Engineering,2,3,2,,4,2,,4,4,,NA,1
1,5,2,2,6,statistics,Mathematics,2,2,2,,6,8,,4,6,,NA,1
1,8,3,2,6,statistics,Mathematics,1,7,7,,2,8,,3,6,,NA,2
1,7,2,1,6,information assurance and security,Physical sciences,NA,2,7,,3,8,,5,2,,NA,1
1,5,2,1,6,operations research,Mathematics,NA,1,2,,4,3,,4,4,,NA,2
1,5,1,2,6,statistics,Mathematics,2,4,2,,5,9,,5,1,,4,2
1,5,1,1,6,quantitative ecology and resource management,Life sciences,NA,2,10,,5,2,,5,4,,NA,1
1,6,1,2,6,biostatistics,Life sciences,2,3,6,,1,3,,2,2,,NA,1
1,8,2,2,6,biostatistics,Life sciences,2,3,2,,5,10,not employed,4,1,,4,1
1,5,1,2,6,biostatistics,Life sciences,2,2,2,,4,4,,4,6,,NA,2
1,5,2,2,6,statistics,Mathematics,2,1,2,,6,4,,5,6,,NA,1
1,6,1,2,6,biostatistics,Life sciences,2,2,2,,4,8,,5,4,,NA,1
1,6,1,1,6,statistics,Mathematics,NA,2,2,,5,2,,5,4,,NA,1
1,6,2,2,6,biostatistics,Life sciences,2,2,7,,4,2,,4,4,,NA,2
1,2,1,2,6,statistics,Mathematics,1,7,10,,6,8,,4,5,,NA,2
1,6,2,2,6,biostatistics,Life sciences,1,4,2,,5,8,,3,4,,NA,1
1,5,1,2,6,statistics,Mathematics,2,2,2,,5,2,,4,6,,NA,2
1,6,2,1,6,statistics,Mathematics,NA,2,5,,4,5,,4,6,,NA,1
1,6,1,2,6,statistics,Mathematics,1,4,10,,5,4,,4,4,,NA,2
1,7,2,2,6,epidemiology,Life sciences,2,2,7,,3,5,,3,1,,4,1
1,7,1,2,6,statistics,Mathematics,1,6,7,,3,8,,4,4,,NA,2
1,5,2,1,6,cybersecurity,Physical sciences,NA,2,2,,4,2,,4,4,,NA,2
1,5,1,1,6,financial engineering,Engineering,NA,2,8,,2,9,,2,4,,NA,2
1,3,1,2,6,cybersecurity,Physical sciences,2,1,6,,2,9,,2,7,Active Duty Military Service,NA,1
1,7,2,2,6,chemistry,Physical sciences,2,2,2,,4,8,,4,4,,NA,1
1,5,4,2,6,statistics,Mathematics,2,1,2,,5,8,,5,4,,NA,2
1,5,2,2,6,food science ,Life sciences,2,1,5,,4,9,,2,6,,NA,2
1,3,1,1,6,natural science,Life sciences,NA,2,7,,2,2,,5,6,,NA,2
1,5,2,1,6,aviation,Engineering,NA,1,9,Self Employeed Business Owner,2,10,Self Employeed Business Owner,4,4,,NA,2
1,6,3,2,6,ecology,Life sciences,2,2,6,,2,4,,2,1,,4,1
1,5,2,2,6,animal sciences (biological science),Life sciences,2,1,6,,3,2,,4,4,,NA,1
1,6,2,1,6,sustainability,Life sciences,NA,2,2,,4,2,,5,6,,NA,2
1,7,1,2,6,sustainability,Life sciences,1,3,7,,6,8,,6,1,,4,2
1,5,2,2,6,quantitative psychology (applied statistics),Mathematics,2,3,6,,2,4,,3,1,,4,2
1,2,2,2,6,sustainability,Life sciences,2,4,7,,2,8,,2,1,,4,1
1,6,2,2,6,quantitative methods,Mathematics,2,5,9,Consultant - Energy,5,10,Wealth management,5,1,,4,1
1,6,1,1,6,sustainability,Life sciences,NA,2,10,,4,3,,4,7,I am considering all of 1-5,NA,1
1,5,1,1,6,food science,Life sciences,NA,1,10,,5,3,,5,4,,NA,1
1,6,2,2,6,fisheries and wildlife management,Life sciences,2,3,10,,6,10,State Agency Department of Environmental Protection ,5,1,,4,1
1,6,1,2,6,sustainability,Life sciences,1,4,2,,5,3,,6,6,,NA,1
1,5,2,2,6,"quantitative psychology, so life sciences and mathematics",Mathematics,2,3,10,,6,3,,5,1,,4,1
1,5,2,1,6,statistics,Mathematics,NA,1,7,,7,9,,7,4,,NA,1
1,3,2,2,6,neuroscience,Life sciences,1,5,9,carpenter,3,10,Social Worker,4,1,,4,1
1,7,1,2,6,biochemistry,Life sciences,1,3,6,,4,7,,3,4,,NA,1
1,5,2,1,6,comptuer and information technology,Physical sciences,NA,2,4,,4,8,,4,2,,NA,2
1,6,2,1,6,wildlife management,Life sciences,NA,3,2,,5,4,,4,2,,NA,1
1,7,2,2,6,statistics,Mathematics,1,4,10,,5,3,,5,4,,NA,2
1,5,1,1,6,crop science,Life sciences,NA,1,6,,2,9,,2,4,,NA,1
1,6,2,2,6,statistics,Mathematics,2,5,2,,5,2,,5,4,,NA,2
1,8,2,2,6,earth sciences,Life sciences,1,6,7,,5,8,,4,1,,4,2
1,8,2,2,6,statistics,Mathematics,2,4,8,,2,9,,2,1,,4,1
1,6,2,2,6,statistics,Mathematics,2,1,7,,3,8,,3,1,,4,2
1,8,2,2,6,biostatistics,Life sciences,2,7,6,,4,7,,5,3,,NA,2
1,6,2,2,6,meat science,Life sciences,2,1,6,,4,2,,5,4,,NA,2
1,5,1,2,6,biostatistics,Life sciences,2,1,2,,5,8,,5,1,,4,1
1,5,2,1,6,plant pathology,Life sciences,NA,2,5,,2,4,,2,1,,4,1
1,5,1,2,6,statistics,Mathematics,2,3,2,,6,8,,4,4,,NA,2
1,5,2,1,6,agriculture (crop and soil sciences),Life sciences,NA,1,7,,2,2,,3,6,,NA,2
1,5,2,1,6,nutritional sciences,Life sciences,NA,1,8,,2,10,State Employed Engineer,3,1,,4,1
1,7,2,2,6,nutrition,Life sciences,2,2,2,,4,3,,5,1,,4,2
1,5,1,2,6,biomathematics,Physical sciences,2,1,2,,5,8,,3,1,,4,1
1,7,2,2,6,environmental health science,Life sciences,1,4,2,,3,5,,3,6,,NA,2
1,2,2,1,6,environmental sciences,Life sciences,NA,2,9,deceased,1,8,,2,7,maintain current position,NA,1
1,7,2,2,6,environmental medicine,Life sciences,1,3,3,,2,5,,3,6,,NA,1
1,7,2,2,6,neuroscience,Life sciences,2,1,4,,4,3,,5,1,,4,2
1,5,2,1,6,marine affairs,Life sciences,NA,2,2,,5,8,,4,3,,NA,2
1,6,2,1,6,biostatistics,Life sciences,NA,2,10,,5,3,,5,4,,NA,2
1,7,2,2,6,biostatistics,Life sciences,2,5,2,,5,3,,5,1,,4,2
1,5,2,1,6,natural science,Life sciences,NA,1,2,,3,5,,2,6,,NA,2
1,5,2,1,6,geosciences,Physical sciences,NA,2,8,,3,9,,2,6,,NA,2
1,5,2,2,6,statistics,Mathematics,1,3,2,,4,10,Health Coach,4,4,,NA,2
1,7,1,2,6,statistics,Mathematics,2,1,10,,6,2,,4,1,,4,1
1,6,2,2,6,statistics,Mathematics,2,5,9,18-wheeler driver,2,8,,4,1,,4,1
1,5,2,1,6,entomology ,Life sciences,NA,2,2,,5,5,,5,4,,NA,1
1,7,1,2,6,statistics,Mathematics,1,3,2,,5,2,,5,5,,NA,1
1,5,1,2,6,pharmaceutics,Life sciences,2,4,3,,2,5,,2,4,,NA,2
1,5,2,2,6,agricultural sciences,Life sciences,2,4,7,,4,8,,3,1,,4,1
1,7,2,2,6,human nutrition,Life sciences,1,4,9,"Father is deceased, but worked in an automotive factory; in response to the next question, my father did not finish elementary school, so I responded NA",7,10,"homemaker; in response to next question, my mother did not complete elementary school",7,1,,4,1
1,5,2,2,6,fisheries and wildlife,Life sciences,2,1,5,,4,3,,5,1,,4,2
1,6,2,1,6,sustainability,Life sciences,NA,3,9,pastor,4,1,,4,6,,NA,1
1,2,2,2,6,entomology,Life sciences,1,6,2,,4,8,,1,1,,4,1
1,5,2,2,6,computational biology,Life sciences,2,1,2,,5,8,,5,2,,NA,2
1,5,2,2,6,computational biology,Life sciences,2,1,3,,4,7,,4,1,,4,2
1,5,2,1,6,statistics,Mathematics,NA,1,2,,4,2,,4,4,,NA,2
1,2,2,1,6,information technology,Physical sciences,NA,2,7,,2,8,,2,3,,NA,1
1,2,2,1,6,sustainability,Life sciences,NA,4,7,,5,9,,1,6,,NA,1
1,5,2,2,6,fisheries and wildlife,Life sciences,2,1,10,,6,7,,5,2,,NA,1
1,5,2,2,6,animal science,Life sciences,2,2,2,,5,8,,5,1,,4,1
1,5,1,2,6,biochemistry,Life sciences,2,2,9,medical products sales,4,9,,4,1,,4,2
1,6,1,2,6,earth sciences,Life sciences,2,1,10,,4,4,,4,1,,4,2
1,6,2,2,6,public health,Life sciences,1,6,2,,5,3,,6,4,,NA,1
1,7,1,2,6,md phd. phd in biochemistry,Life sciences,1,4,9,"My father is homeless and insane. literally. before he went insane, he was a gardener ",3,10,"she was a writer, now she is an alcoholic",3,1,,4,1
1,6,1,2,6,geological sciences,Physical sciences,2,2,7,,7,9,,7,1,,4,1
1,5,1,1,6,earth science,Life sciences,NA,2,10,,6,4,,5,4,,NA,2
1,5,1,2,6,bioengineering,Engineering,1,2,2,,5,4,,4,4,,NA,2
1,5,1,1,6,statistics,Mathematics,NA,1,4,,4,8,,2,6,,NA,2
1,6,1,1,6,environmental ,Life sciences,NA,2,2,,5,8,,4,2,,NA,2
1,3,2,1,6,crop sciences,Life sciences,NA,4,5,,3,8,,3,4,,NA,2
1,3,2,1,6,environmental,Life sciences,NA,1,7,,2,5,,3,1,,4,2
1,7,1,2,6,neuroscience,Life sciences,1,5,7,,5,3,,5,1,,4,1
1,7,2,2,6,geophysics,Physical sciences,2,1,6,,2,9,,2,6,,NA,2
1,5,1,1,6,biostatistics,Life sciences,NA,2,2,,6,8,,6,4,,NA,1
1,5,2,2,6,neuroscience,Life sciences,1,4,9,State employee- Department of Housing and Urban development,4,2,,5,6,,NA,1
1,6,2,2,6,chemistry,Physical sciences,1,4,6,,1,4,,1,1,,4,1
1,6,2,2,6,biomathematics,Physical sciences,2,2,2,,5,2,,5,4,,NA,1
1,7,2,2,6,sustainability,Life sciences,1,6,9,janitor,1,4,,3,6,,NA,1
1,7,2,2,6,natural science -forestry,Life sciences,2,3,6,,3,3,,5,6,,NA,1
1,6,1,2,6,computational biology,Life sciences,1,5,2,,5,4,,4,6,,NA,2
1,5,1,1,6,geology,Physical sciences,NA,2,10,,5,10,Healthcare,5,4,,NA,2
1,5,2,1,6,"org. behavior, systems and analytics",Life sciences,NA,2,9,deceased,2,5,,3,5,,NA,1
1,6,1,1,6,sustainability,Life sciences,NA,2,4,,4,8,,4,4,,NA,2
1,2,1,2,6,entomology,Life sciences,2,3,7,,2,10,Deceased,2,1,,4,1
1,6,1,1,6,environmental health,Life sciences,NA,2,10,,5,9,,5,4,,NA,2
1,8,1,1,6,"agricultural, food, and resource economics",Life sciences,NA,1,7,,4,8,,5,4,,NA,1
1,5,2,2,6,earth science,Life sciences,2,2,10,,5,3,,6,1,,4,2
1,5,2,1,6,ecology/conservation science,Life sciences,NA,2,7,,2,4,,3,1,,4,1
1,6,1,2,6,statistics,Mathematics,1,5,10,,6,8,,6,6,,NA,2
1,5,2,1,6,sustainability,Life sciences,NA,2,2,,4,3,,4,3,,NA,2
1,5,2,1,6,environmental science,Life sciences,NA,2,10,,5,3,,5,7,Teach at a community college,NA,2
1,2,2,1,6,environmental,Life sciences,NA,2,9,Deceased,4,10,Deceased,2,7,Work full time now State Water Survey,NA,2
1,6,2,1,6,food science,Life sciences,NA,2,2,,6,2,,5,4,,NA,2
1,7,2,2,6,nutrition science,Life sciences,1,5,8,,5,3,,6,6,,NA,1
1,5,2,1,6,crop sciences,Life sciences,NA,1,5,,4,3,,4,4,,NA,2
1,3,1,1,6,statistics,Mathematics,NA,2,8,,1,4,,3,4,,NA,1
1,6,1,2,6,medicine and microbial molecular genetics - dual degree physician scientists program,Life sciences,2,3,10,,6,1,,6,1,,4,1
1,6,2,2,6,behavioral neuroscience,Life sciences,1,6,2,,2,8,,2,6,,NA,1
1,5,2,2,6,animal science,Life sciences,2,2,2,,4,5,,4,6,,NA,2
1,6,2,2,6,health sciences/psychology,Life sciences,1,6,6,,2,5,,3,1,,4,1
1,5,2,1,6,environmental science,Life sciences,NA,2,7,,3,5,,3,2,,NA,1
1,5,2,2,6,earth and environmental sciences,Life sciences,2,1,7,,5,8,,5,1,,4,2
1,5,2,2,6,earth science,Life sciences,2,2,2,,6,1,,5,6,,NA,1
1,7,1,2,6,statistics,Mathematics,1,4,10,,6,3,,6,1,,4,2
1,8,2,1,6,conservation biology,Life sciences,NA,1,2,,5,9,,5,3,,NA,2
1,6,2,2,6,statistics,Mathematics,1,3,2,,4,2,,5,6,,NA,1
1,5,2,1,6,ecology,Life sciences,NA,2,9,software programming,3,3,,6,6,,NA,1
1,5,2,2,1,,Life sciences,2,1,10,,5,8,,4,1,,4,2
1,6,1,2,1,,Life sciences,1,3,7,,5,4,,4,5,,NA,2
1,6,1,2,1,,Life sciences,1,3,4,,2,5,,4,6,,NA,1
1,5,2,2,1,,Life sciences,1,2,8,,3,5,,4,6,,NA,1
1,5,1,2,4,,Mathematics,2,1,2,,4,2,,4,1,,4,1
1,5,1,2,4,,Mathematics,2,1,2,,6,8,,5,1,,4,2
1,5,2,2,2,,Physical sciences,2,1,2,,5,2,,5,4,,NA,2
1,6,2,2,4,,Mathematics,1,5,2,,5,2,,5,1,,4,1
1,6,2,2,1,,Life sciences,1,5,6,,4,2,,4,1,,4,2
1,5,2,2,2,,Physical sciences,2,1,2,,5,5,,5,6,,NA,2
1,5,2,2,1,,Life sciences,2,2,2,,4,3,,4,1,,4,1
1,6,1,2,1,,Life sciences,1,4,2,,4,3,,4,6,,NA,1
1,5,2,1,2,,Physical sciences,NA,2,2,,5,3,,3,1,,4,1
1,6,2,2,2,,Physical sciences,1,5,2,,4,9,,4,1,,4,1
1,6,1,2,2,,Physical sciences,1,6,7,,5,8,,2,1,,4,2
1,5,1,1,2,,Physical sciences,NA,1,2,,5,5,,5,3,,NA,2
1,7,2,2,2,,Physical sciences,1,7,9,deceased,4,2,,4,1,,4,2
1,7,2,2,1,,Life sciences,1,5,7,,5,2,,6,6,,NA,2
1,5,1,2,3,,Engineering,2,1,2,,5,2,,5,4,,NA,2
1,5,1,2,1,,Life sciences,1,3,7,,3,8,,4,1,,4,1
1,6,2,2,1,,Life sciences,1,5,3,,6,3,,5,1,,4,1
1,5,1,2,4,,Mathematics,2,1,2,,5,9,,5,3,,NA,1
1,6,1,2,2,,Physical sciences,2,5,2,,5,5,,2,1,,4,2
1,5,1,2,2,,Physical sciences,2,3,2,,5,8,,5,1,,4,2
1,7,2,2,2,,Physical sciences,2,3,10,,5,5,,4,1,,4,1
1,5,2,1,1,,Life sciences,NA,1,2,,6,10,Deceased,4,3,,NA,2
1,5,1,2,4,,Mathematics,2,1,2,,5,2,,5,1,,4,1
1,6,2,2,1,,Life sciences,1,4,2,,5,4,,4,6,,NA,2
1,7,2,2,1,,Life sciences,1,4,9,deceased,4,3,,5,6,,NA,1
1,5,2,2,1,,Life sciences,2,2,7,,6,8,,6,1,,206,2
1,5,1,2,2,,Physical sciences,2,2,2,,6,8,,5,1,,4,1
1,5,1,1,3,,Engineering,NA,2,2,,5,3,,4,4,,NA,1
1,5,1,2,3,,Engineering,2,1,2,,6,8,,5,6,,NA,1
1,6,2,2,1,,Life sciences,1,4,9,Musician,3,8,,3,6,,NA,1
1,6,2,2,1,,Life sciences,1,4,2,,4,5,,4,4,,NA,1
1,5,1,2,1,,Life sciences,2,2,6,,4,9,,3,4,,NA,2
1,6,2,2,1,,Life sciences,2,2,10,,6,3,,6,6,,NA,1
1,6,2,2,2,,Physical sciences,1,6,7,,5,4,,5,1,,4,2
1,5,1,2,1,,Life sciences,2,1,2,,4,2,,5,1,,4,1
1,5,1,2,3,,Engineering,2,2,2,,6,2,,5,4,,NA,1
1,5,2,2,1,,Life sciences,1,1,2,,4,2,,5,6,,NA,2
1,5,1,2,3,,Engineering,2,3,7,,5,8,,3,1,,4,1
1,6,1,1,3,,Engineering,NA,1,8,,4,8,,3,4,,NA,2
1,6,2,2,2,,Physical sciences,2,5,2,,5,2,,5,1,,4,1
1,5,2,1,3,,Engineering,NA,2,2,,5,2,,4,4,,NA,2
1,6,2,2,1,,Life sciences,1,4,2,,5,3,,4,1,,4,1
1,6,1,2,3,,Engineering,1,5,2,,5,3,,5,4,,NA,2
1,6,2,2,1,,Life sciences,1,7,10,,5,3,,5,1,,4,1
1,6,1,2,3,,Engineering,2,5,2,,4,3,,3,4,,NA,2
1,6,1,1,3,,Engineering,NA,2,3,,4,5,,1,4,,NA,2
1,5,2,1,3,,Engineering,NA,1,2,,6,2,,5,6,,NA,1
1,5,2,2,1,,Life sciences,2,1,3,,4,2,,5,1,,4,2
1,5,2,2,2,,Physical sciences,2,4,4,,4,5,,2,4,,NA,1
1,6,1,2,1,,Life sciences,1,3,2,,5,2,,5,1,,4,2
1,5,1,2,1,,Life sciences,1,4,2,,5,4,,5,6,,NA,1
1,5,2,2,4,,Mathematics,2,2,9,civil servant/technical writer,5,10,clergy,5,6,,NA,1
1,6,1,2,3,,Engineering,1,4,2,,5,4,,4,6,,NA,2
1,6,2,2,2,,Physical sciences,2,4,4,,4,2,,4,2,,NA,1
1,7,2,2,2,,Physical sciences,1,6,7,,6,3,,5,1,,4,1
1,7,1,2,3,,Engineering,2,1,8,,3,8,,3,1,,4,2
1,5,2,1,3,,Engineering,NA,1,7,,5,2,,4,6,,NA,1
1,6,2,2,1,,Life sciences,1,4,6,,2,10,housewife,1,2,,NA,1
1,6,1,1,1,,Life sciences,NA,2,7,,1,5,,1,1,,4,2
1,7,1,1,2,,Physical sciences,NA,2,9,Advertising,4,3,,4,2,,NA,1
1,2,1,2,4,,Mathematics,2,5,2,,5,8,,5,6,,NA,1
1,5,2,2,3,,Engineering,2,3,1,,5,2,,5,6,,NA,1
1,6,2,2,4,,Mathematics,1,5,9,land surveyor,4,4,,4,1,,4,1
1,5,2,2,1,,Life sciences,2,1,2,,6,8,,4,6,,NA,2
1,6,2,2,3,,Engineering,2,2,2,,2,2,,2,1,,4,2
1,6,2,2,2,,Physical sciences,1,5,9,both physician and university professor,5,10,physician,5,1,,4,1
1,6,1,2,4,,Mathematics,2,1,2,,5,8,,3,1,,4,2
1,6,2,2,1,,Life sciences,2,3,6,,3,2,,5,6,,NA,2
1,6,1,2,2,,Physical sciences,2,5,10,,5,5,,5,6,,NA,1
1,6,1,2,1,,Life sciences,1,5,2,,5,8,,5,1,,4,1
1,6,2,2,2,,Physical sciences,1,6,2,,5,3,,5,1,,189,2
1,6,2,2,1,,Life sciences,1,7,6,,2,7,,4,1,,4,2
1,5,1,2,3,,Engineering,2,2,6,,3,9,,3,6,,NA,2
1,6,3,2,2,,Physical sciences,1,3,10,,5,3,,6,1,,4,1
1,7,1,1,5,,Computer science,NA,1,2,,5,3,,5,4,,NA,1
1,3,1,1,1,,Life sciences,NA,1,2,,4,1,,2,6,,NA,2
1,7,2,2,2,,Physical sciences,2,1,2,,5,2,,5,6,,NA,1
1,5,2,2,2,,Physical sciences,2,1,6,,4,5,,4,1,,4,2
1,6,1,1,1,,Life sciences,NA,2,2,,5,8,,4,4,,NA,1
1,2,2,1,5,,Computer science,NA,2,2,,5,2,,4,5,,NA,1
1,6,1,2,2,,Physical sciences,2,4,4,,3,3,,3,6,,NA,2
